City,County,Credit Score,State
Vicksburg,,644.0,Mississippi
Orlando,,644.0,Florida
Hopkinsville,,644.0,Kentucky
Arlington,,644.0,Texas
La Place,,644.0,Louisiana
Delano,,645.0,California
Hesperia,,645.0,California
Cleveland,,645.0,Ohio
Durant,,645.0,Oklahoma
Gulfport,,645.0,Mississippi
Rockingham,,645.0,North Carolina
Hammond,,645.0,Louisiana
Lancaster,,645.0,South Carolina
Lancaster,Lancaster County,645.0,South Carolina
Portsmouth,,645.0,Ohio
Zion,,645.0,Illinois
El Dorado,,646.0,Arkansas
Danville,,646.0,Illinois
Huntington,,646.0,West Virginia
Ironton,,646.0,Ohio
Laurel,,646.0,Mississippi
Phoenix,,646.0,Arizona
Hattiesburg,,646.0,Mississippi
Oklahoma City,,646.0,Oklahoma
Dyersburg,,646.0,Tennessee
Troy,,646.0,Alabama
Stockton,,646.0,California
Rosedale,,646.0,New York
Pasadena,,646.0,Texas
Labelle,,646.0,Florida
South Holland,,646.0,Illinois
Meridian,,646.0,Mississippi
Springfield Gardens,,647.0,New York
Jackson,,647.0,Georgia
Newburgh,,647.0,New York
Dinuba,,647.0,California
Roanoke Rapids,,647.0,North Carolina
Greenbelt,,647.0,Maryland
Palmdale,,647.0,California
Southaven,,647.0,Mississippi
Jacksonville,,647.0,Florida
Las Vegas,,647.0,Nevada
Cicero,,647.0,Illinois
West Palm Beach,,647.0,Florida
Covington,,647.0,Kentucky
Long Branch,,647.0,New Jersey
Lake City,,647.0,Florida
Southfield,,647.0,Michigan
Hampton,,648.0,Virginia
Dundalk,,648.0,Maryland
Mulberry,,648.0,Florida
Ruskin,,648.0,Florida
Tulare,,648.0,California
Winder,,648.0,Georgia
Las Vegas,,648.0,New Mexico
West Valley City,,648.0,Utah
Waukegan,,648.0,Illinois
Antioch,,648.0,Tennessee
New London,,648.0,Connecticut
Hartsville,,648.0,South Carolina
Hartsville,Darlington County,648.0,South Carolina
Philadelphia,,648.0,Mississippi
Lake Charles,,648.0,Louisiana
Saginaw,,648.0,Michigan
Paramount,,649.0,California
Tulsa,,649.0,Oklahoma
Baytown,,649.0,Texas
Hillside,,649.0,New Jersey
Providence,,649.0,Rhode Island
Roseville,,649.0,Michigan
Victoria,,649.0,Texas
Kings Mountain,,649.0,North Carolina
Waldorf,,649.0,Maryland
Marrero,,649.0,Louisiana
Leesville,,649.0,Louisiana
Bluefield,,649.0,West Virginia
National City,,650.0,California
Tupelo,,650.0,Mississippi
Houma,,650.0,Louisiana
Pawtucket,,650.0,Rhode Island
Lincoln Park,,650.0,Michigan
Dalton,,650.0,Georgia
Lubbock,,650.0,Texas
Gretna,,650.0,Louisiana
Glendale,,650.0,Arizona
Fort Bragg,,650.0,North Carolina
Clovis,,650.0,New Mexico
Theodore,,650.0,Alabama
East Hartford,,650.0,Connecticut
Thomasville,,650.0,Georgia
Birmingham,,650.0,Alabama
Calhoun,,650.0,Georgia
Shawnee,,650.0,Oklahoma
Fontana,,650.0,California
Fayetteville,,650.0,North Carolina
San Antonio,,650.0,Texas
Raeford,,650.0,North Carolina
Forest City,,650.0,North Carolina
Little Rock,,650.0,Arkansas
Jeffersonville,,651.0,Indiana
Roswell,,651.0,New Mexico
Florence,,651.0,South Carolina
Florence,Florence County,651.0,South Carolina
Lynwood,,651.0,California
Jackson,,651.0,Tennessee
Kingsland,,651.0,Georgia
Cocoa,,651.0,Florida
Baton Rouge,,651.0,Louisiana
Springdale,,651.0,Arkansas
Bell Gardens,,651.0,California
Wilmington,,651.0,California
Tampa,,651.0,Florida
Greensboro,,651.0,North Carolina
Panama City,,651.0,Florida
Ruston,,652.0,Louisiana
Moss Point,,652.0,Mississippi
Defuniak Springs,,652.0,Florida
Lynn,,652.0,Massachusetts
Muskegon,,652.0,Michigan
Auburndale,,652.0,Florida
Wichita Falls,,652.0,Texas
Junction City,,652.0,Kansas
Albertville,,652.0,Alabama
Amarillo,,652.0,Texas
Mabank,,652.0,Texas
Middle River,,652.0,Maryland
Clinton,,652.0,Maryland
North Vernon,,652.0,Indiana
Allentown,,652.0,Pennsylvania
Olivehurst,,652.0,California
Antioch,,652.0,California
Lakeland,,652.0,Florida
Warner Robins,,652.0,Georgia
Pearl,,653.0,Mississippi
Hiram,,653.0,Georgia
Anderson,,653.0,Indiana
Taylor,,653.0,Michigan
Vineland,,653.0,New Jersey
Union City,,653.0,New Jersey
Deming,,653.0,New Mexico
Marysville,,653.0,California
Bedford,,653.0,Ohio
Aberdeen,,653.0,Maryland
Porterville,,653.0,California
Poplar Bluff,,653.0,Missouri
Okeechobee,,653.0,Florida
Corbin,,653.0,Kentucky
Muskogee,,653.0,Oklahoma
Urbandale,Dallas,774.6,Iowa
Northville,Wayne,773.9,Michigan
Greenville,Outagamie,772.4,Wisconsin
Western Springs,Cook,768.9,Illinois
Waunakee,Dane,767.7,Wisconsin
Mequon,Ozaukee,767.6,Wisconsin
Chesterfield,St. Louis,767.5,Missouri
Brookfield,Waukesha,767.1,Wisconsin
Verona,Dane,766.4,Wisconsin
Westerville,Delaware,766.0,Ohio
Ada,Kent,765.8,Michigan
Northbrook,Cook,765.3,Illinois
Wilmette,Cook,765.3,Illinois
Brecksville,Cuyahoga,764.9,Ohio
Chanhassen,Carver,764.8,Minnesota
Minnetonka,Hennepin,764.4,Minnesota
Maple Grove,Hennepin,763.3,Minnesota
Galena,Delaware,763.3,Ohio
Cedarburg,Ozaukee,762.8,Wisconsin
Hudson,Summit,762.5,Ohio
Barrington,Cook,762.3,Illinois
Sioux Falls,Lincoln,762.0,South Dakota
Deerfield,Lake,761.8,Illinois
New Berlin,Waukesha,761.3,Wisconsin
Muskego,Waukesha,761.3,Wisconsin
Pella,Marion,761.3,Iowa
Wayzata,Hennepin,761.1,Minnesota
Lake Forest,Lake,760.9,Illinois
Winfield,DuPage,760.9,Illinois
Lake Zurich,Lake,760.7,Illinois
Libertyville,Lake,760.7,Illinois
Clive,Polk,760.6,Iowa
Menomonee Falls,Waukesha,760.1,Wisconsin
Oak Brook,DuPage,760.1,Illinois
Middleton,Dane,759.8,Wisconsin
Palos Heights,Cook,759.8,Illinois
Highland Park,Lake,759.7,Illinois
Zionsville,Boone,759.6,Indiana
Saint John,Lake,759.2,Indiana
Excelsior,Hennepin,759.1,Minnesota
Mc Farland,Dane,758.9,Wisconsin
Powell,Delaware,758.6,Ohio
Sussex,Waukesha,758.4,Wisconsin
Chagrin Falls,Cuyahoga,757.9,Ohio
Park Ridge,Cook,757.4,Illinois
Dexter,Washtenaw,757.4,Michigan
Germantown,Washington,757.2,Wisconsin
Carmel,Hamilton,756.9,Indiana
Avon,Lorain,756.9,Ohio
Rogers,Hennepin,756.9,Minnesota
Huntley,McHenry,756.8,Illinois
Johnston,Polk,756.5,Iowa
Oregon,Dane,756.5,Wisconsin
Hinsdale,DuPage,756.4,Illinois
Franklin,Oakland,756.4,Michigan
Naperville,Will,756.0,Illinois
Glenview,Cook,755.8,Illinois
Geneva,Kane,755.8,Illinois
Pewaukee,Waukesha,755.7,Wisconsin
Franklin,Milwaukee,755.6,Wisconsin
Winnetka,Cook,755.6,Illinois
Chagrin Falls,Geauga,755.1,Ohio
Bloomfield Hills,Oakland,754.9,Michigan
Metamora,Woodford,754.8,Illinois
Eden Prairie,Hennepin,754.5,Minnesota
Bay Village,Cuyahoga,754.2,Ohio
Hudsonville,Ottawa,753.9,Michigan
Morton,Tazewell,753.9,Illinois
Decorah,Winneshiek,753.9,Iowa
Independence,Cuyahoga,753.7,Ohio
Saline,Washtenaw,753.6,Michigan
Grosse Ile,Wayne,753.4,Michigan
Stillwater,Washington,753.1,Minnesota
Hartland,Waukesha,753.1,Wisconsin
Broadview Heights,Cuyahoga,753.1,Ohio
Elkhorn,Douglas,752.7,Nebraska
Grafton,Ozaukee,752.6,Wisconsin
River Forest,Cook,752.4,Illinois
Gretna,Sarpy,752.4,Nebraska
Lemont,Cook,752.3,Illinois
Darien,DuPage,752.2,Illinois
Elmhurst,DuPage,752.1,Illinois
Homer Glen,Will,751.8,Illinois
Granville,Licking,751.8,Ohio
Saint Joseph,Stearns,751.7,Minnesota
Columbia,Monroe,751.5,Illinois
Mount Horeb,Dane,751.4,Wisconsin
New Albany,Franklin,750.9,Ohio
Waconia,Carver,750.6,Minnesota
Granger,St. Joseph,750.6,Indiana
Downers Grove,DuPage,750.5,Illinois
Sugar Grove,Kane,750.4,Illinois
Waverly,Bremer,750.3,Iowa
Naperville,DuPage,750.3,Illinois
Lakeville,Dakota,750.1,Minnesota
Avon Lake,Lorain,750.1,Ohio
New Ulm,Brown,750.1,Minnesota
Glen Ellyn,DuPage,749.7,Illinois
Birmingham,Oakland,749.6,Michigan
Ballwin,St. Louis,749.6,Missouri
Chesterland,Geauga,749.5,Ohio
Orland Park,Cook,749.4,Illinois
Prior Lake,Scott,749.3,Minnesota
Floyds Knobs,Floyd,749.3,Indiana
Bennington,Douglas,749.1,Nebraska
Plymouth,Wayne,748.9,Michigan
Arlington Heights,Cook,748.9,Illinois
Springboro,Warren,748.7,Ohio
De Pere,Brown,748.6,Wisconsin
Chelsea,Washtenaw,748.6,Michigan
Andover,Anoka,748.3,Minnesota
Wheaton,DuPage,748.1,Illinois
Geneseo,Henry,747.6,Illinois
Ottawa,Putnam,747.6,Ohio
Hugo,Washington,747.5,Minnesota
Savage,Scott,747.4,Minnesota
Northfield,Rice,747.4,Minnesota
Westlake,Cuyahoga,747.3,Ohio
Rocky River,Cuyahoga,747.3,Ohio
Canfield,Mahoning,747.1,Ohio
Mason,Warren,746.8,Ohio
Mokena,Will,746.8,Illinois
Strongsville,Cuyahoga,746.6,Ohio
Dublin,Franklin,746.6,Ohio
Vernon Hills,Lake,746.5,Illinois
Hudson,St. Croix,746.4,Wisconsin
Okemos,Ingham,746.3,Michigan
Osseo,Hennepin,746.2,Minnesota
Oconomowoc,Waukesha,746.1,Wisconsin
Sheboygan Falls,Sheboygan,745.6,Wisconsin
Ankeny,Polk,745.5,Iowa
Troy,Oakland,745.5,Michigan
Morton Grove,Cook,745.3,Illinois
Caledonia,Kent,745.3,Michigan
Lewis Center,Delaware,744.6,Ohio
Aurora,Portage,744.6,Ohio
Rochester,Oakland,744.4,Michigan
Holmen,La Crosse,744.4,Wisconsin
Brandon,Minnehaha,744.3,South Dakota
Mukwonago,Waukesha,744.1,Wisconsin
De Forest,Dane,744.1,Wisconsin
La Grange Park,Cook,744.0,Illinois
Waukee,Dallas,743.8,Iowa
Saint Paul,Washington,743.6,Minnesota
Saint Michael,Wright,743.3,Minnesota
Onalaska,La Crosse,742.9,Wisconsin
Plymouth,Sheboygan,742.9,Wisconsin
Jackson,Washington,742.9,Wisconsin
Bellbrook,Greene,742.7,Ohio
Eureka,St. Louis,742.5,Missouri
Willowbrook,DuPage,742.4,Illinois
Jenison,Ottawa,742.3,Michigan
Rockford,Kent,742.1,Michigan
Mankato,Nicollet,741.6,Minnesota
Elburn,Kane,741.6,Illinois
Grimes,Polk,741.4,Iowa
Sturgeon Bay,Door,741.3,Wisconsin
Dewitt,Clinton,740.6,Michigan
Greendale,Milwaukee,740.6,Wisconsin
Commerce Township,Oakland,740.4,Michigan
Macedonia,Summit,740.4,Ohio
Saint Charles,Kane,740.2,Illinois
Circle Pines,Anoka,740.2,Minnesota
New Prague,Le Sueur,740.2,Minnesota
Rochester,Olmsted,740.2,Minnesota
West Chester,Butler,740.1,Ohio
Batavia,Kane,740.1,Illinois
Zeeland,Ottawa,740.1,Michigan
Bettendorf,Scott,739.7,Iowa
Frankfort,Will,739.5,Illinois
Champlin,Hennepin,739.5,Minnesota
Waterford,Racine,739.3,Wisconsin
Waterloo,Monroe,739.3,Illinois
Lincolnwood,Cook,739.3,Illinois
Rosemount,Dakota,739.2,Minnesota
Chatham,Sangamon,738.8,Illinois
Mound,Hennepin,738.6,Minnesota
New Lenox,Will,738.5,Illinois
Northville,Oakland,738.5,Michigan
Saint Joseph,Berrien,738.4,Michigan
Ann Arbor,Washtenaw,738.4,Michigan
South Lyon,Oakland,738.3,Michigan
Northfield,Summit,738.3,Ohio
Mosinee,Marathon,738.3,Wisconsin
Brighton,Livingston,738.2,Michigan
Lake Saint Louis,St. Charles,738.1,Missouri
Glen Carbon,Madison,737.5,Illinois
Cedar Falls,Black Hawk,737.4,Iowa
Grayslake,Lake,737.3,Illinois
Novi,Oakland,737.2,Michigan
Lambertville,Monroe,737.2,Michigan
New Palestine,Hancock,736.9,Indiana
Bismarck,Burleigh,736.8,North Dakota
Saint Paul,Dakota,736.8,Minnesota
Fishers,Hamilton,736.8,Indiana
Uniontown,Summit,736.7,Ohio
West Bloomfield,Oakland,736.6,Michigan
Sylvania,Lucas,736.4,Ohio
La Grange,Cook,736.3,Illinois
Jasper,Dubois,736.3,Indiana
Mahomet,Champaign,736.3,Illinois
Grosse Pointe,Wayne,736.2,Michigan
Macomb,Macomb,735.9,Michigan
Bartlett,DuPage,735.9,Illinois
Munster,Lake,735.8,Indiana
Chaska,Carver,735.6,Minnesota
West Des Moines,Dallas,735.6,Iowa
Kaukauna,Outagamie,735.6,Wisconsin
Carroll,Carroll,735.4,Iowa
Appleton,Calumet,735.3,Wisconsin
Marshfield,Wood,735.2,Wisconsin
Loveland,Clermont,735.1,Ohio
Hartford,Washington,734.4,Wisconsin
Shorewood,Will,734.2,Illinois
Maineville,Warren,734.1,Ohio
Alexandria,Douglas,733.9,Minnesota
Plain City,Madison,733.8,Ohio
Medford,Taylor,733.3,Wisconsin
Freeland,Saginaw,733.2,Michigan
Milford,Oakland,733.1,Michigan
Washington,Tazewell,732.8,Illinois
Sun Prairie,Dane,732.5,Wisconsin
Lisle,DuPage,732.5,Illinois
Plover,Portage,732.4,Wisconsin
Cedar,Anoka,732.3,Minnesota
Grandville,Kent,732.2,Michigan
West Fargo,Cass,732.2,North Dakota
Port Washington,Ozaukee,732.1,Wisconsin
Williamston,Ingham,732.1,Michigan
Dyer,Lake,731.9,Indiana
Norwalk,Warren,731.8,Iowa
West Bend,Washington,731.7,Wisconsin
Urbandale,Polk,731.7,Iowa
Canton,Wayne,731.6,Michigan
Mount Prospect,Cook,731.6,Illinois
Algonquin,McHenry,731.6,Illinois
Livonia,Wayne,731.6,Michigan
Elk Grove Village,Cook,731.5,Illinois
River Falls,Pierce,731.5,Wisconsin
Stoughton,Dane,731.5,Wisconsin
Seattle,,722.0,Washington
Plano,,720.0,Texas
Saint Paul,,718.0,Minnesota
Honolulu,,718.0,Hawaii
San Jose,,715.0,California
Minneapolis,,710.0,Minnesota
Portland,,710.0,Oregon
Naples,,708.0,Florida
Alexandria,,707.0,Virginia
New York,,706.0,New York
Spring,,706.0,Texas
Staten Island,,702.0,New York
Katy,,699.0,Texas
Omaha,,696.0,Nebraska
San Diego,,696.0,California
Marietta,,693.0,Georgia
Vancouver,,689.0,Washington
Spokane,,689.0,Washington
Colorado Springs,,687.0,Colorado
Silver Spring,,687.0,Maryland
Salt Lake City,,686.0,Utah
Salt Lake City,Salt Lake County,686.0,Utah
Knoxville,,686.0,Tennessee
Brooklyn,,684.0,New York
Virginia Beach,,682.0,Virginia
Oakland,,682.0,California
Austin,,682.0,Texas
Denver,,680.0,Colorado
Grand Rapids,,677.0,Michigan
Anaheim,,677.0,California
Cincinnati,,677.0,Ohio
Tucson,,676.0,Arizona
Lexington,,676.0,Kentucky
Washington,,674.0,District of Columbia
Fort Wayne,,674.0,Indiana
Albuquerque,,673.0,New Mexico
Rochester,,673.0,New York
Buffalo,,672.0,New York
Aurora,,672.0,Colorado
Tacoma,,671.0,Washington
Dayton,,671.0,Ohio
Pompano Beach,,670.0,Florida
Mesa,,669.0,Arizona
Santa Ana,,669.0,California
Louisville,,669.0,Kentucky
Wichita,,669.0,Kansas
Nashville,,668.0,Tennessee
Sacramento,,668.0,California
Los Angeles,,668.0,California
Saint Petersburg,,667.0,Florida
Fort Lauderdale,,667.0,Florida
Hollywood,,666.0,Florida
Saint Louis,,666.0,Missouri
Reno,,666.0,Nevada
Riverside,,665.0,California
Kansas City,,665.0,Missouri
Long Beach,,661.0,California
Miami,,661.0,Florida
Hialeah,,657.0,Florida
Chicago,,654.0,Illinois
Columbus,,654.0,Ohio
Atlanta,,654.0,Georgia
Somers,Westchester,775.3,New York
Needham,Norfolk,773.8,Massachusetts
Lexington,Middlesex,773.16553,Massachusetts
Pittsford,Monroe,769.9,New York
Princeton Junction,Mercer,769.9,New Jersey
Sudbury,Middlesex,768.8,Massachusetts
Potomac,Montgomery,768.2,Maryland
Newton Center,Middlesex,768.2,Massachusetts
Wayland,Middlesex,768.1,Massachusetts
Concord,Middlesex,767.6,Massachusetts
Chappaqua,Westchester,767.6,New York
Clarksville,Howard,767.5,Maryland
Hollis,Hillsborough,767.3,New Hampshire
Short Hills,Essex,767.1,New Jersey
Roslyn,Nassau,767.1,New York
Wellesley,Norfolk,767.1,Massachusetts
Berkeley Heights,Union,766.8,New Jersey
Garnet Valley,Delaware,766.6,Pennsylvania
Clarence Center,Erie,766.2,New York
Westford,Middlesex,766.1,Massachusetts
Winchester,Middlesex,766.1,Massachusetts
Glen Rock,Bergen,765.4,New Jersey
Wexford,Allegheny,765.3,Pennsylvania
Glen Mills,Delaware,764.9,Pennsylvania
Murrysville,Westmoreland,764.8,Pennsylvania
Needham Heights,Norfolk,764.8,Massachusetts
Weston,Middlesex,764.7,Massachusetts
Wyckoff,Bergen,764.4,New Jersey
West Newton,Middlesex,764.3,Massachusetts
Scarsdale,Westchester,764.3,New York
East Amherst,Erie,764.2,New York
Bedford,Middlesex,764.2,Massachusetts
Wellesley Hills,Norfolk,764.1,Massachusetts
Westwood,Norfolk,764.0,Massachusetts
New Providence,Union,764.0,New Jersey
Belle Mead,Somerset,764.0,New Jersey
Holmdel,Monmouth,763.8,New Jersey
Wynnewood,Montgomery,763.8,Pennsylvania
Berwyn,Chester,763.8,Pennsylvania
Manhasset,Nassau,763.5,New York
Warren,Somerset,763.5,New Jersey
Whippany,Morris,763.4,New Jersey
Acton,Middlesex,763.4,Massachusetts
Sharon,Norfolk,763.3,Massachusetts
Pompton Plains,Morris,763.0,New Jersey
Briarcliff Manor,Westchester,763.0,New York
Montville,Morris,763.0,New Jersey
Medfield,Norfolk,762.8,Massachusetts
Marlboro,Monmouth,762.7,New Jersey
Westfield,Union,762.5,New Jersey
Chatham,Morris,762.4,New Jersey
Slingerlands,Albany,762.4,New York
Armonk,Westchester,761.8,New York
Southborough,Worcester,761.5,Massachusetts
Hastings On Hudson,Westchester,761.4,New York
Boxford,Essex,761.4,Massachusetts
Livingston,Essex,761.3,New Jersey
Belmont,Middlesex,761.1,Massachusetts
Hopkinton,Middlesex,760.8,Massachusetts
Hockessin,New Castle,760.8,Delaware
Arlington,Middlesex,760.7230272999999,Massachusetts
Chester Springs,Chester,760.7,Pennsylvania
Shelburne,Chittenden,760.7,Vermont
Cape Elizabeth,Cumberland,760.5,Maine
Township Of Washington,Bergen,760.4,New Jersey
Oradell,Bergen,760.1,New Jersey
Falmouth,Cumberland,760.1,Maine
Whitehouse Station,Hunterdon,760.0,New Jersey
Mars,Butler,759.7,Pennsylvania
Bethesda,Montgomery,759.6110517999999,Maryland
Plainview,Nassau,759.6,New York
Hanover,Grafton,759.5,New Hampshire
Gibsonia,Allegheny,759.4,Pennsylvania
Hingham,Plymouth,759.2,Massachusetts
Woodbury,Nassau,759.2,New York
Chadds Ford,Chester,759.1,Pennsylvania
Pennington,Mercer,759.0,New Jersey
Kendall Park,Middlesex,759.0,New Jersey
Venetia,Washington,758.9,Pennsylvania
Avon,Hartford,758.7,Connecticut
Syosset,Nassau,758.5,New York
Delmar,Albany,758.5,New York
Narberth,Montgomery,758.5,Pennsylvania
Auburndale,Middlesex,758.5,Massachusetts
Andover,Essex,758.4,Massachusetts
Garden City,Nassau,758.4,New York
Newtonville,Middlesex,758.4,Massachusetts
Chevy Chase,Montgomery,758.3,Maryland
Penfield,Monroe,758.3,New York
Jericho,Nassau,758.3,New York
Reading,Middlesex,758.1,Massachusetts
Park Ridge,Bergen,758.0,New Jersey
Larchmont,Westchester,757.9,New York
Lebanon,Hunterdon,757.8,New Jersey
Katonah,Westchester,757.8,New York
Lutherville Timonium,Baltimore,757.7,Maryland
Longmeadow,Hampden,757.6,Massachusetts
Landenberg,Chester,757.3,Pennsylvania
Mendham,Morris,757.3,New Jersey
Darien,Fairfield,757.1,Connecticut
Sewickley,Allegheny,757.1,Pennsylvania
Annandale,Hunterdon,757.0,New Jersey
Fanwood,Union,757.0,New Jersey
Chestnut Hill,Norfolk,756.9,Massachusetts
Victor,Ontario,756.9,New York
Franklin Lakes,Bergen,756.9,New Jersey
Montvale,Bergen,756.9,New Jersey
Amherst,Hillsborough,756.7,New Hampshire
East Hanover,Morris,756.6,New Jersey
Wayne,Chester,756.5,Pennsylvania
Burlington,Hartford,756.5,Connecticut
Morris Plains,Morris,756.3,New Jersey
Bridgewater,Somerset,756.3,New Jersey
Newtown,Bucks,756.3,Pennsylvania
Bedford,Hillsborough,756.3,New Hampshire
New Canaan,Fairfield,756.0,Connecticut
Groton,Middlesex,756.0,Massachusetts
Williston Park,Nassau,756.0,New York
Williston,Chittenden,755.8,Vermont
Ridgewood,Bergen,755.8,New Jersey
Norfolk,Norfolk,755.8,Massachusetts
Monroe Township,Middlesex,755.6,New Jersey
Bow,Merrimack,755.6,New Hampshire
Elma,Erie,755.5,New York
Little Neck,Queens,755.4890884,New York
Simsbury,Hartford,755.4,Connecticut
Fairport,Monroe,755.2,New York
Fayetteville,Onondaga,755.2,New York
Pleasantville,Westchester,755.1,New York
Newton,Middlesex,755.1,Massachusetts
Lafayette Hill,Montgomery,755.1,Pennsylvania
Littleton,Middlesex,754.9,Massachusetts
Westport,Fairfield,754.9,Connecticut
Weston,Fairfield,754.9,Connecticut
Allison Park,Allegheny,754.8,Pennsylvania
Wilton,Fairfield,754.8,Connecticut
Great Neck,Nassau,754.7294463,New York
Windham,Rockingham,754.7,New Hampshire
Lynnfield,Essex,754.7,Massachusetts
Fallston,Harford,754.6,Maryland
Morganville,Monmouth,754.5,New Jersey
Chester,Morris,754.5,New Jersey
Redding,Fairfield,754.4,Connecticut
Farmington,Hartford,754.4,Connecticut
Saddle River,Bergen,754.4,New Jersey
Boyds,Montgomery,754.4,Maryland
Roslyn Heights,Nassau,754.3,New York
Barrington,Bristol,754.2,Rhode Island
Brookeville,Montgomery,754.2,Maryland
Tenafly,Bergen,754.0,New Jersey
Cranberry Township,Butler,753.9,Pennsylvania
Glastonbury,Hartford,753.7,Connecticut
Glen Ridge,Essex,753.7,New Jersey
New Hyde Park,Nassau,753.5395093,New York
Ramsey,Bergen,753.5,New Jersey
Glen Head,Nassau,753.5,New York
Bedminster,Somerset,753.5,New Jersey
Manlius,Onondaga,753.4,New York
Blue Bell,Montgomery,753.3,Pennsylvania
Long Valley,Morris,753.2,New Jersey
Riverside,Fairfield,753.2,Connecticut
Ridgefield,Fairfield,753.2,Connecticut
Denville,Morris,753.1,New Jersey
Jamesville,Onondaga,753.0,New York
Ellicott City,Howard,752.9479824,Maryland
Collegeville,Montgomery,752.9,Pennsylvania
East Setauket,Suffolk,752.7,New York
Natick,Middlesex,752.5,Massachusetts
Cheshire,New Haven,752.5,Connecticut
Northport,Suffolk,752.5,New York
Guilford,New Haven,752.4,Connecticut
Davidsonville,Anne Arundel,752.4,Maryland
Paramus,Bergen,752.4,New Jersey
Chelmsford,Middlesex,752.2,Massachusetts
Woodmere,Nassau,752.1,New York
Madison,Morris,752.0,New Jersey
Hartsdale,Westchester,752.0,New York
Hillsdale,Bergen,751.9,New Jersey
Clarence,Erie,751.9,New York
Valencia,Butler,751.9,Pennsylvania
Honeoye Falls,Monroe,751.8,New York
Ballston Lake,Saratoga,751.8,New York
Succasunna,Morris,751.8,New Jersey
Merrick,Nassau,751.7,New York
Rye,Westchester,751.7,New York
Derwood,Montgomery,751.6,Maryland
Massapequa Park,Nassau,751.5,New York
Skaneateles,Onondaga,751.5,New York
Cranford,Union,751.4,New Jersey
Old Greenwich,Fairfield,751.4,Connecticut
Glenmoore,Chester,751.3,Pennsylvania
Coopersburg,Lehigh,751.2,Pennsylvania
Melville,Suffolk,751.1,New York
Northborough,Worcester,751.1,Massachusetts
Holliston,Middlesex,751.0,Massachusetts
Florham Park,Morris,751.0,New Jersey
Brookline,Norfolk,750.9328845,Massachusetts
Harleysville,Montgomery,750.9,Pennsylvania
Malvern,Chester,750.9,Pennsylvania
Huntingdon Valley,Montgomery,750.9,Pennsylvania
Durham,Strafford,750.8,New Hampshire
Orange,New Haven,750.8,Connecticut
South Hamilton,Essex,750.6,Massachusetts
Oakland,Bergen,750.6,New Jersey
Lewes,Sussex,750.5,Delaware
Randolph,Morris,750.4,New Jersey
Madison,New Haven,750.4,Connecticut
Old Lyme,New London,750.4,Connecticut
Marblehead,Essex,750.3,Massachusetts
Hillsborough,Somerset,750.3,New Jersey
Bala Cynwyd,Montgomery,750.2,Pennsylvania
North Reading,Middlesex,750.0,Massachusetts
Tolland,Tolland,749.9,Connecticut
Severna Park,Anne Arundel,749.9,Maryland
East Aurora,Erie,749.9,New York
Wallingford,Delaware,749.9,Pennsylvania
Center Valley,Lehigh,749.9,Pennsylvania
Malverne,Nassau,749.9,New York
Princeton,Mercer,749.8663906,New Jersey
Swarthmore,Delaware,749.6,Pennsylvania
Glenshaw,Allegheny,749.5,Pennsylvania
Middlebury,New Haven,749.4,Connecticut
Webster,Monroe,749.3,New York
Duxbury,Plymouth,749.3,Massachusetts
River Edge,Bergen,749.3,New Jersey
Columbus,Burlington,749.3,New Jersey
Oxford,New Haven,749.2,Connecticut
Doylestown,Bucks,749.128027,Pennsylvania
Upton,Worcester,749.1,Massachusetts
Woodbine,Howard,749.0,Maryland
Cedar Grove,Essex,748.9,New Jersey
Cresskill,Bergen,748.9,New Jersey
Caldwell,Essex,748.8,New Jersey
Bryn Mawr,Delaware,748.8,Pennsylvania
Southbury,New Haven,748.8,Connecticut
Brewster,Barnstable,748.8,Massachusetts
Westborough,Worcester,748.7,Massachusetts
Lititz,Lancaster,748.5,Pennsylvania
Kensington,Montgomery,748.5,Maryland
Okatie,Beaufort County,795.0,South Carolina
Salem,Oconee County,751.0,South Carolina
Pawleys Island,Georgetown County,742.0,South Carolina
Mount Pleasant,Charleston County,731.0,South Carolina
Hilton Head Island,Beaufort County,727.0,South Carolina
North Myrtle Beach,Horry County,712.0,South Carolina
Clemson,Pickens County,712.0,South Carolina
Simpsonville,Greenville County,711.0,South Carolina
Fort Mill,York County,702.0,South Carolina
Greer,Greenville County,700.0,South Carolina
Johns Island,Charleston County,699.0,South Carolina
Lexington,Lexington County,695.0,South Carolina
Little River,Horry County,694.0,South Carolina
Moore,Spartanburg County,692.0,South Carolina
Aiken,Aiken County,691.0,South Carolina
Seneca,Oconee County,691.0,South Carolina
Gilbert,Lexington County,690.0,South Carolina
Prosperity,Newberry County,690.0,South Carolina
Irmo,Richland County,689.0,South Carolina
Landrum,Greenville County,688.0,South Carolina
Blythewood,Richland County,686.0,South Carolina
Taylors,Greenville County,684.0,South Carolina
Clover,York County,683.0,South Carolina
Longs,Horry County,681.0,South Carolina
Bluffton,Beaufort County,680.0,South Carolina
Myrtle Beach,Horry County,678.0,South Carolina
Central,Pickens County,678.0,South Carolina
Pendleton,Anderson County,677.0,South Carolina
Mc Cormick,McCormick County,676.0,South Carolina
Inman,Spartanburg County,675.0,South Carolina
Boiling Springs,Spartanburg County,675.0,South Carolina
Travelers Rest,Greenville County,675.0,South Carolina
Hanahan,Berkeley County,675.0,South Carolina
Campobello,Spartanburg County,675.0,South Carolina
Pickens,Pickens County,674.0,South Carolina
Ninety Six,Greenwood County,674.0,South Carolina
