state,city,population_percent_change,aggravated assault,arson,arson2,burglary,larceny theft,larceny- theft,motor vehicle theft,murder and nonnegligent manslaughter,property crime,rape,rape1,robbery,unnamed: 13,unnamed: 14,unnamed: 15,unnamed: 16,unnamed: 17,violent crime,population
pennsylvania,horsham township,-0.0004629686482465756,18.8,8.8,0.0,64.7,607.7,,54.4,0.0,726.7,6.3,0.0,9.4,,,,,,32.8,26615.0
kansas,horton,-0.004929210130505957,175.7,19.5,118.3,575.5,1464.6,952.9,70.5,0.0,2008.3,0.0,29.8,0.0,,,,,,187.6,1679.0
wisconsin,hortonville,0.006395382293757912,36.4,0.0,0.0,65.9,1041.0,962.6,7.1,0.0,1098.3,0.0,0.0,0.0,,,,,,36.4,2805.0
arkansas,hot springs,0.010656909106935508,395.8,27.7,14.8,2314.6,4332.9,4589.0,554.2,19.0,7265.8,75.6,78.0,142.6,,,,,,634.1,37263.0
montana,hot springs,0.00607393599178474,503.8,0.0,0.0,179.6,1165.1,350.9,143.8,0.0,1325.7,0.0,0.0,0.0,,,,,,503.8,570.0
south dakota,hot springs,0.0012095381252843485,195.8,0.0,0.0,200.0,1079.0,803.4,97.8,0.0,1321.7,28.9,14.3,0.0,,,,,,218.8,3485.0
colorado,hotchkiss,0.007235931014560881,110.7,74.2,0.0,768.0,1354.9,1716.7,131.6,0.0,2326.8,220.0,107.3,0.0,,,,,,285.6,932.0
michigan,houghton,0.0010996438999912872,15.1,0.0,0.0,35.0,1486.1,1345.1,24.9,2.5,1517.9,33.4,12.5,2.5,,,,,,45.1,8029.0
maine,houlton,-0.006278574194897857,273.3,5.6,17.4,282.5,2096.1,2342.7,100.2,3.4,2528.1,111.7,86.9,6.8,,,,,,376.5,5720.0
louisiana,houma,-0.008720186151990106,357.8,16.7,15.0,570.5,3719.9,3844.9,184.2,11.8,4499.5,53.1,55.3,92.2,,,,,,515.7,32771.0
minnesota,houston,-0.0008286646079398441,20.7,0.0,0.0,20.7,129.3,0.0,0.0,0.0,124.1,0.0,0.0,0.0,,,,,,20.7,963.0
missouri,houston,0.0013444716561314962,278.0,0.0,23.9,833.9,5024.4,4638.9,105.4,0.0,5886.6,16.0,0.0,19.1,,,,,,306.8,2091.0
pennsylvania,houston,-0.008368281261931454,80.6,0.0,0.0,79.8,530.4,,26.5,0.0,636.6,0.0,0.0,26.5,,,,,,107.1,1239.0
texas,houston,0.006968332328247451,554.9,29.1,24.5,779.9,2937.4,3040.2,548.4,12.3,4291.5,47.6,55.7,421.2,,,,,,1040.1,2355606.0
texas,"houston,",0.0,587.0,,,695.8,2804.6,,509.6,11.8,4010.0,53.8,,373.6,,,,,,1026.1,2344966.0
south dakota,hoven,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,407.0
minnesota,howard lake,0.0031866077439228757,29.0,0.0,0.0,48.7,279.6,191.3,9.7,0.0,320.4,0.0,0.0,0.0,,,,,,29.0,2091.0
missouri,howardville,-0.015209361346636197,59.0,0.0,0.0,109.6,0.0,0.0,0.0,0.0,109.6,0.0,0.0,0.0,,,,,,59.0,339.0
oklahoma,howe,-0.001267415133797578,203.3,0.0,0.0,126.9,317.5,1272.3,50.8,0.0,686.2,0.0,0.0,0.0,,,,,,203.3,786.0
texas,howe,0.05580041643291489,184.3,0.0,0.0,192.2,502.8,378.8,87.7,7.3,751.7,23.3,0.0,0.0,,,,,,209.0,3432.0
michigan,howell,0.00016610934440675074,160.8,7.0,10.4,135.9,1103.2,591.5,62.6,2.1,1199.3,97.6,83.4,8.3,,,,,,263.1,9637.0
new jersey,howell township,0.0005560351330997637,48.2,2.5,2.9,137.2,609.3,614.4,18.4,0.4,765.9,5.7,19.1,14.1,,,,,,73.8,52242.0
florida,howey-in-the-hills,0.004967656622150374,118.0,0.0,0.0,374.1,595.6,1012.7,16.9,0.0,1070.0,28.3,0.0,0.0,,,,,,135.0,1185.0
ohio,howland township,-0.005239402396382764,48.2,0.0,0.0,320.6,1884.9,1412.9,74.6,0.0,2185.6,14.0,6.1,26.5,,,,,,85.5,16420.0
arkansas,hoxie,-0.007922507498178355,151.7,0.0,19.3,227.5,395.5,579.6,75.6,0.0,735.4,125.5,18.8,0.0,,,,,,234.5,2588.0
kansas,hoxie,0.0,0.0,0.0,,0.0,335.0,,0.0,0.0,335.0,0.0,,0.0,,,,,,0.0,1194.0
arizona,huachuca city,0.0,58.0,,0.0,348.2,,696.5,116.1,58.0,1160.8,,232.2,0.0,,,,,,348.2,1723.0
ohio,hubbard,-0.00793584220000565,92.1,6.6,26.5,284.3,1268.3,,35.0,0.0,1587.6,6.5,39.8,4.4,,,,,,114.0,7533.0
oregon,hubbard,0.021750391469381514,84.5,29.6,28.5,146.2,670.4,861.6,86.7,0.0,951.2,0.0,14.6,6.9,,,,,,98.7,3598.0
texas,hubbard,-0.02089322123039461,108.1,0.0,,108.8,109.6,,0.0,0.0,218.4,36.0,,0.0,,,,,,144.1,1359.0
ohio,hubbard township,-0.006069566151517325,67.9,0.0,0.0,420.9,1354.5,1225.0,86.7,0.0,1818.9,0.0,37.3,24.9,,,,,,117.7,5306.0
ohio,huber heights,9.955042701403904e-05,89.2,23.6,10.5,379.9,2212.7,1749.5,170.1,1.6,2670.0,52.5,45.9,57.2,,,,,,197.9,38183.0
colorado,hudson,-0.07227635115936348,224.9,0.0,55.4,273.3,913.2,1273.5,327.0,0.0,1693.7,76.1,110.7,27.7,,,,,,346.0,1806.0
illinois,hudson,-0.0050972989593537354,32.5,0.0,0.0,87.0,311.0,275.3,21.5,0.0,412.4,35.9,0.0,0.0,,,,,,54.1,1816.0
massachusetts,hudson,0.0021863271706301646,56.2,0.0,5.0,109.0,663.9,,15.0,0.0,788.0,21.6,10.0,10.0,,,,,,84.9,20060.0
michigan,hudson,-0.003674576582719302,269.6,15.0,0.0,215.8,1379.6,1087.4,81.1,0.0,1618.1,74.9,45.3,17.8,,,,,,350.5,2207.0
new hampshire,hudson,0.006718246229135749,80.3,5.3,5.9,124.9,924.0,677.2,60.5,0.0,1060.0,24.0,21.7,11.1,,,,,,114.6,25695.0
new york,hudson,-0.019216542513376234,319.5,10.6,15.7,336.4,2039.5,,71.0,7.9,2446.9,99.8,110.2,50.9,,,,,,480.7,6173.0
north carolina,hudson,-0.0005928948467139872,208.7,0.0,27.0,417.6,2055.3,2051.8,74.1,0.0,2546.1,,0.0,13.5,,,,,,233.6,3704.0
ohio,hudson,-0.0018473848680273797,19.7,1.5,9.0,94.9,363.5,453.2,13.4,0.0,489.8,1.5,9.0,1.8,,,,,,26.0,22286.0
texas,hudson,0.005298079627107599,221.7,0.0,0.0,533.1,553.6,631.5,35.9,0.0,1142.1,13.9,0.0,10.4,,,,,,242.6,4909.0
wisconsin,hudson,0.006964254319480112,86.6,0.0,0.0,194.1,2448.6,2351.9,107.0,0.0,2730.3,12.1,14.4,8.7,,,,,,108.4,14074.0
new york,hudson falls village,-0.005131488495485059,126.5,0.0,21.2,140.4,803.9,498.4,19.8,2.8,902.9,111.5,49.6,16.8,,,,,,232.9,7023.0
texas,hudson oaks,0.02686014684798166,81.7,0.0,0.0,342.6,4641.9,2226.6,121.5,0.0,3898.3,88.4,0.0,81.7,,,,,,207.7,2515.0
alabama,hueytown,-0.00806744404022075,355.8,,,550.8,2794.0,,162.4,4.8,3507.2,36.4,51.7,46.5,,,,,,447.4,15367.0
arkansas,hughes,-0.018606132226931638,468.1,79.7,0.0,729.5,1119.4,,51.7,0.0,1900.6,271.8,0.0,52.2,,,,,,701.5,1254.0
texas,hughes springs,0.0011273897188548432,225.3,28.1,56.3,187.8,281.4,,37.5,0.0,506.7,0.0,0.0,0.0,,,,,,225.3,1777.0
pennsylvania,hughestown,-0.0023111448165064052,144.6,0.0,0.0,158.8,922.5,290.9,43.4,0.0,998.4,47.9,0.0,14.3,,,,,,187.6,1375.0
pennsylvania,hughesville,-0.010351012175919716,59.6,0.0,0.0,59.7,1312.8,,11.8,0.0,1384.3,0.0,0.0,11.9,,,,,,71.5,2050.0
california,hughson,0.007846600701197026,77.2,26.8,0.0,330.3,994.5,378.0,221.5,0.0,1423.0,0.0,0.0,15.9,,,,,,93.2,7671.0
colorado,hugo,0.006793594274108861,67.8,0.0,0.0,372.5,540.0,,201.8,0.0,1114.3,45.6,401.1,0.0,,,,,,202.3,746.0
oklahoma,hugo,-0.00765414289586086,423.7,75.8,118.1,1043.1,2253.8,3109.6,243.8,9.5,3968.6,94.7,39.4,67.4,,,,,,567.6,5081.0
kansas,hugoton,-0.01368052810429754,92.9,8.4,,41.9,237.6,,8.7,0.0,288.3,0.0,,0.0,,,,,,92.9,3816.0
oklahoma,hulbert,-0.006382678490504112,133.6,0.0,0.0,0.0,165.8,171.2,0.0,0.0,166.9,0.0,0.0,0.0,,,,,,133.6,584.0
massachusetts,hull,0.00032718080178550935,275.6,14.4,0.0,143.6,630.6,672.9,43.0,2.4,827.8,33.7,66.6,16.7,,,,,,344.8,10402.0
pennsylvania,hulmeville,-0.0010029996399320007,0.0,0.0,0.0,251.4,377.6,,50.5,0.0,679.4,0.0,0.0,25.1,,,,,,25.1,995.0
missouri,humansville,0.0047894453482542065,95.0,48.3,0.0,529.9,515.5,283.3,24.2,0.0,1011.6,0.0,0.0,24.1,,,,,,119.2,1059.0
texas,humble,0.005319981059215939,364.4,6.3,3.1,889.7,7952.9,8627.8,1125.2,5.0,10102.8,188.3,220.4,375.5,,,,,,946.0,16157.0
iowa,humboldt,-0.0014354719353710799,54.5,0.0,0.0,71.0,627.7,895.6,76.5,0.0,842.1,10.8,0.0,5.4,,,,,,65.3,4578.0
kansas,humboldt,0.0,0.0,0.0,,224.3,1233.9,,280.4,0.0,1738.6,0.0,,0.0,,,,,,0.0,1783.0
tennessee,humboldt,-0.003849802180175832,673.5,16.2,30.5,812.2,2859.7,2314.8,156.1,7.4,3719.0,68.6,73.1,80.2,,,,,,831.4,8165.0
pennsylvania,hummelstown,0.006538968392027833,168.5,21.8,21.6,109.5,979.2,,43.6,0.0,1132.3,7.3,0.0,10.9,,,,,,184.9,4648.0
new york,hunter town,0.0,0.0,0.0,,113.9,455.6,,0.0,0.0,569.5,,,0.0,,,,,,0.0,2634.0
north carolina,huntersville,0.020810753324684628,87.1,5.5,4.4,235.4,1475.7,1314.3,74.0,2.4,1752.8,,6.8,30.7,,,,,,130.0,58512.0
indiana,huntingburg,0.005271048995971306,437.6,0.0,0.0,311.1,853.0,,70.8,0.0,1235.0,65.2,0.0,21.7,,,,,,486.6,6135.0
pennsylvania,huntingdon,-0.0037626516553542766,343.5,0.0,0.0,114.8,954.8,,7.2,0.0,1076.7,0.0,0.0,3.6,,,,,,347.1,6946.0
tennessee,huntingdon,-0.008104027495438482,92.2,0.0,12.8,195.1,2234.4,1025.0,67.3,0.0,2254.9,8.5,0.0,15.4,,,,,,112.7,3805.0
texas,huntington,0.00028500724272695344,122.9,0.0,0.0,888.8,1048.6,522.1,141.6,0.0,1973.8,94.0,71.3,9.5,,,,,,217.3,2107.0
west virginia,huntington,-0.0150941944617633,468.5,41.2,40.7,1124.0,2901.2,2511.2,342.1,16.1,4133.5,68.0,117.6,212.3,,,,,,798.0,45675.0
new york,huntington bay village,-0.00013941071634426816,0.0,0.0,0.0,0.0,366.1,488.1,0.0,0.0,390.5,0.0,0.0,0.0,,,,,,0.0,1434.0
california,huntington beach,-0.0013716456877976846,121.4,11.0,13.4,300.5,1691.6,1625.0,178.1,0.7,2156.9,31.1,33.7,48.6,,,,,,202.8,201843.0
california,huntington park,-0.005034686873258698,312.6,28.0,17.9,360.3,1690.9,1479.9,1111.6,4.1,3120.7,56.7,62.2,356.7,,,,,,732.3,58181.0
michigan,huntington woods,-0.002044039041048995,18.9,5.3,0.0,56.8,456.4,221.5,37.7,0.0,503.9,15.8,7.9,6.3,,,,,,37.8,6321.0
tennessee,huntland,-0.0038365312619262903,0.0,0.0,0.0,58.7,234.7,0.0,0.0,0.0,176.1,0.0,0.0,0.0,,,,,,0.0,839.0
illinois,huntley,0.014405196218563177,17.8,1.3,0.0,61.5,579.4,402.2,11.8,0.8,617.1,0.0,0.0,4.4,,,,,,23.0,27849.0
alabama,huntsville,0.013239137506381393,594.6,,,845.5,3423.7,,467.2,10.0,4736.3,74.2,88.1,197.7,,,,,,881.1,195173.0
missouri,huntsville,-0.0002641641884768564,119.0,0.0,0.0,132.2,545.2,198.3,0.0,0.0,608.0,0.0,0.0,0.0,,,,,,119.0,1513.0
texas,huntsville,0.006362472358097948,273.7,5.7,4.8,300.6,1334.5,,150.9,2.4,1786.1,59.9,55.2,59.9,,,,,,394.8,41651.0
new mexico,hurley,-0.015200097805906587,149.5,,,326.8,161.5,338.7,0.0,0.0,523.7,0.0,0.0,0.0,,,,,,149.5,1181.0
wisconsin,hurley,-0.012686159412270026,27.8,0.0,0.0,93.1,1248.7,420.8,68.7,0.0,1244.9,0.0,0.0,0.0,,,,,,27.8,1426.0
maryland,hurlock,-0.00344155933637047,167.5,49.0,24.8,699.4,3386.7,3378.0,286.5,9.8,4370.8,16.3,0.0,9.9,,,,,,197.0,2013.0
california,huron,0.015388760548352254,784.4,126.1,296.3,296.5,397.9,339.7,248.3,14.5,931.0,37.5,49.8,102.3,,,,,,943.6,7359.0
ohio,huron,-0.004190189027429403,19.3,0.0,7.3,212.1,1111.6,1151.1,24.3,4.9,1361.2,14.5,29.1,4.8,,,,,,53.2,6863.0
south dakota,huron,0.007885469572001202,310.5,2.5,3.6,261.5,1520.9,2247.1,85.2,0.0,2012.8,77.6,81.4,9.0,,,,,,398.6,13840.0
michigan,huron township,0.007391083437018331,134.5,19.2,16.0,246.4,638.8,503.4,109.5,1.6,960.9,50.7,44.1,17.4,,,,,,200.9,16089.0
utah,hurricane,0.04178562992392054,97.0,0.0,0.0,281.1,1280.1,1108.8,107.8,0.0,1634.7,40.7,46.9,6.2,,,,,,146.3,18850.0
illinois,hurst,0.0,0.0,,0.0,0.0,,253.5,0.0,0.0,253.5,,0.0,0.0,,,,,,0.0,789.0
texas,hurst,0.0006492879543393837,83.1,8.5,7.6,338.7,3468.7,3112.6,169.1,2.0,3905.3,62.0,57.2,90.6,,,,,,235.8,39196.0
kentucky,hurstbourne acres,0.003705746342950844,0.0,0.0,0.0,137.5,608.0,890.1,52.7,0.0,854.5,0.0,0.0,0.0,,,,,,0.0,1910.0
virginia,hurt,-0.007962733690846435,31.4,0.0,0.0,16.2,380.2,652.5,48.7,0.0,499.6,0.0,81.6,0.0,,,,,,64.1,1226.0
kentucky,hustonville,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,398.0
texas,hutchins,0.01161266648489856,154.5,0.0,8.7,987.2,2452.1,2112.2,336.3,3.5,3707.7,5.9,0.0,136.1,,,,,,297.6,5776.0
kansas,hutchinson,-0.005200929436414148,349.9,29.4,34.3,794.9,3217.4,2399.1,261.7,3.1,4069.5,88.8,74.6,61.6,,,,,,496.3,40431.0
minnesota,hutchinson,0.0022500644047382945,92.2,2.4,0.0,171.5,1731.8,1411.2,37.5,0.0,1876.7,60.2,46.7,11.5,,,,,,158.5,13960.0
texas,hutto,0.06232195574657329,42.8,1.4,0.0,73.0,478.9,,17.6,0.0,569.5,13.7,23.7,11.6,,,,,,70.6,26924.0
maryland,hyattsville,-0.0029629493809850693,151.1,0.0,0.0,374.2,4640.3,5433.4,353.0,6.5,5526.0,14.4,13.6,313.9,,,,,,485.6,18331.0
new york,hyde park town,-0.0041106756081406015,21.9,4.7,0.0,91.1,391.0,350.8,10.4,0.0,484.5,9.5,2.4,11.4,,,,,,38.0,20808.0
kentucky,hyden,-0.010212564562239068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,334.0
oklahoma,hydro,-0.0048382072931002496,208.9,34.8,53.4,461.3,496.8,213.4,104.6,0.0,1006.0,0.0,0.0,0.0,,,,,,208.9,937.0
florida,hypoluxo,0.006907211058404972,94.8,24.4,0.0,438.8,2028.1,1032.8,318.7,0.0,2586.6,11.9,54.3,65.3,,,,,,188.9,2808.0
missouri,iberia,0.0002672332392159582,368.1,0.0,0.0,301.6,936.9,534.0,267.7,0.0,1405.4,44.7,0.0,33.6,,,,,,435.3,749.0
louisiana,ida,-0.010398744187509412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,205.0
oklahoma,idabel,-0.005568877510465531,263.8,43.5,50.7,1459.0,4108.1,4900.2,165.2,26.2,5890.7,76.8,95.0,31.6,,,,,,405.6,6816.0
idaho,idaho city,0.0,0.0,0.0,,635.6,1059.3,,0.0,0.0,1694.9,0.0,,211.9,,,,,,211.9,472.0
idaho,idaho falls,0.009882417410454147,258.3,12.3,12.2,519.7,1414.3,979.3,138.5,2.0,1985.5,58.1,54.5,17.5,,,,,,334.4,62088.0
colorado,idaho springs,0.0108845180795063,744.2,116.8,114.2,447.9,3279.4,4326.1,317.7,11.6,4254.3,362.4,140.3,57.0,,,,,,1086.3,1803.0
texas,idalou,-0.004056736342718303,86.3,0.0,0.0,137.1,449.7,262.1,129.2,0.0,678.5,71.8,152.4,0.0,,,,,,190.3,2289.0
colorado,ignacio,0.042329778227773396,199.1,0.0,0.0,258.4,307.2,1233.2,27.5,0.0,778.3,0.0,0.0,0.0,,,,,,199.1,892.0
new york,ilion village,-0.004341060472220493,198.2,0.0,6.4,290.3,1910.0,1769.7,66.9,2.5,2239.2,17.0,142.4,28.3,,,,,,296.2,7685.0
washington,ilwaco,0.014915671232612171,51.7,0.0,53.9,162.8,658.9,206.8,326.6,0.0,1035.3,0.0,53.9,0.0,,,,,,78.6,967.0
michigan,imlay city,0.00033600182306359194,179.1,9.3,14.0,240.7,1098.6,615.4,72.8,0.0,1315.5,65.3,181.7,5.6,,,,,,296.6,3575.0
california,imperial,0.008527887210519669,31.6,0.0,2.8,57.2,257.0,199.0,59.5,1.1,362.1,5.6,0.0,5.6,,,,,,41.8,18090.0
nebraska,imperial,0.0,64.3,0.0,0.0,128.9,483.1,192.9,64.6,0.0,579.8,0.0,0.0,0.0,,,,,,80.4,2074.0
nebraska,imperial ,0.0,0.0,0.0,,0.0,291.1,,194.1,0.0,485.2,0.0,,0.0,,,,,,0.0,2061.0
california,imperial beach,0.0017640001496643798,228.8,4.8,3.6,255.6,724.8,707.0,314.3,1.4,1291.2,18.2,18.1,73.3,,,,,,321.7,27583.0
illinois,ina,-0.005298633661621643,102.1,0.0,0.0,8.6,299.4,220.7,10.6,0.0,320.7,0.0,0.0,0.0,,,,,,102.1,2266.0
iowa,independence,0.003252498227475309,230.7,,16.5,479.6,1211.2,870.9,107.3,0.0,1627.9,,16.6,33.0,,,,,,280.3,6086.0
kansas,independence,-0.010403890298575247,610.2,68.2,98.2,1215.6,4577.7,3448.3,253.7,8.7,5677.9,74.7,64.1,74.7,,,,,,763.0,8497.0
kentucky,independence,0.012871677947113636,20.2,2.5,3.5,109.9,427.5,315.3,48.4,0.0,563.4,35.2,28.8,13.1,,,,,,65.9,28541.0
louisiana,independence,0.025590573479988832,1021.8,0.0,26.0,1216.7,3327.3,3591.9,430.4,23.6,5027.3,55.4,26.0,98.4,,,,,,1187.5,1921.0
missouri,independence,-0.0012065905603518834,331.1,13.1,13.3,645.7,3770.6,3315.6,912.2,7.3,5237.6,50.0,67.5,109.0,,,,,,504.5,116931.0
ohio,independence,-0.00018680215238398024,66.6,9.3,0.0,91.1,1370.1,,28.0,0.0,1489.2,9.3,14.0,24.5,,,,,,101.6,7135.0
oregon,independence,0.033200797646435465,148.3,13.9,24.6,234.4,1555.1,1186.5,106.0,0.0,1821.7,39.2,29.9,22.8,,,,,,206.7,10367.0
virginia,independence,-0.005704565989571919,44.1,0.0,54.4,109.8,791.7,334.8,110.5,0.0,920.7,36.1,54.4,0.0,,,,,,87.5,896.0
wisconsin,independence,-0.008724384351448955,30.4,0.0,0.0,298.7,803.4,231.7,29.7,0.0,1017.5,0.0,0.0,15.0,,,,,,45.4,1295.0
new york,independence town,-0.007059874042987024,52.6,0.0,0.0,120.2,257.9,263.9,0.0,0.0,379.4,0.0,0.0,0.0,,,,,,52.6,1137.0
michigan,independence township,0.003161760536653846,54.3,3.6,1.4,105.6,449.2,401.6,25.0,1.1,570.2,4.6,12.2,6.5,,,,,,69.5,37101.0
new jersey,independence township,-0.0033606777315960956,32.8,0.0,0.0,127.5,272.6,0.0,40.1,0.0,385.7,12.1,9.2,0.0,,,,,,43.8,5420.0
pennsylvania,independence township,0.0,0.0,0.0,,0.0,199.1,,0.0,0.0,199.1,0.0,,0.0,,,,,,0.0,1507.0
pennsylvania,"independence township, beaver county",-0.009218507981635926,50.1,0.0,0.0,90.9,247.0,427.0,57.5,0.0,431.5,0.0,0.0,8.2,,,,,,58.3,2342.0
pennsylvania,"independence township, washington county",-0.0023037562031754666,21.9,0.0,0.0,22.0,219.9,,21.9,0.0,263.9,0.0,0.0,0.0,,,,,,21.9,1514.0
washington,index,0.0,0.0,0.0,,0.0,476.2,,0.0,0.0,476.2,0.0,,0.0,,,,,,0.0,210.0
florida,indialantic,0.009527498501707976,111.3,11.4,34.3,417.6,1575.4,1702.4,96.5,0.0,2114.9,11.9,0.0,41.8,,,,,,160.3,2937.0
north carolina,indian beach,0.014409956468125928,438.6,,0.0,840.3,6140.4,15966.4,0.0,0.0,11893.7,,0.0,0.0,,,,,,0.0,119.0
florida,indian creek village,0.002187965351506449,0.0,0.0,0.0,217.4,818.2,0.0,0.0,0.0,872.0,0.0,0.0,0.0,,,,,,0.0,92.0
florida,indian harbour beach,0.0059785386183177636,51.6,7.8,0.0,180.6,1078.7,882.1,49.3,4.7,1269.4,3.9,5.8,21.1,,,,,,82.1,8616.0
illinois,indian head park,-0.005467667008560939,15.7,0.0,0.0,52.9,517.9,721.5,42.0,5.3,653.5,8.7,0.0,0.0,,,,,,26.2,3742.0
ohio,indian hill,0.0028390065023393696,3.4,0.0,0.0,147.4,652.1,339.2,27.4,0.0,764.3,5.7,17.2,3.4,,,,,,17.1,5897.0
kentucky,indian hills,0.0022161179888919857,0.0,0.0,0.0,295.3,553.2,833.9,94.1,0.0,998.6,0.0,0.0,0.0,,,,,,0.0,2998.0
pennsylvania,indian lake,-0.01030974693560005,0.0,0.0,0.0,128.9,128.5,,0.0,0.0,257.4,0.0,0.0,0.0,,,,,,0.0,380.0
texas,indian lake,0.023364122054173597,0.0,0.0,0.0,152.2,306.2,,0.0,0.0,458.4,0.0,0.0,0.0,,,,,,0.0,657.0
missouri,indian point,0.0038834587082599015,0.0,0.0,0.0,0.0,536.1,,48.9,0.0,585.0,0.0,0.0,0.0,,,,,,0.0,519.0
florida,indian river shores,0.00873180415169661,9.6,0.0,0.0,66.0,231.1,209.2,23.5,0.0,316.3,0.0,0.0,0.0,,,,,,9.6,4302.0
florida,indian rocks beach,0.004557592211463124,98.0,0.0,0.0,280.3,1814.6,1274.6,153.9,4.7,2140.8,23.5,80.6,9.3,,,,,,158.5,4315.0
florida,indian shores,0.010044100949914148,107.5,9.2,13.3,53.6,739.0,550.3,47.7,0.0,802.6,17.8,0.0,0.0,,,,,,118.2,3816.0
california,indian wells,0.008235996800151302,81.3,0.0,0.0,718.1,1702.6,1618.2,148.3,0.0,2552.1,6.2,9.1,14.7,,,,,,103.5,5500.0
pennsylvania,indiana,-0.01854565993659696,800.2,3.5,0.0,203.3,1366.6,940.3,20.3,5.3,1483.6,51.1,67.1,43.9,,,,,,908.5,12974.0
pennsylvania,indiana township,-0.005770143871551614,17.3,0.0,0.0,65.4,309.5,,24.1,0.0,399.0,4.6,13.8,3.5,,,,,,27.6,7195.0
indiana,indianapolis,0.005339583847301599,809.2,27.5,29.4,1095.7,2865.6,,570.4,17.6,4531.7,78.2,76.7,412.6,,,,,,1317.3,877584.0
illinois,indianola,-0.00749119999923431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,261.0
iowa,indianola,0.01020994953177512,498.2,16.1,27.9,416.7,1705.1,1466.0,131.2,4.7,2193.3,112.8,127.0,6.3,,,,,,629.2,16235.0
california,indio,0.012544423422046203,426.7,7.4,6.6,447.7,1451.3,1312.5,453.0,3.6,2324.3,37.6,45.9,125.5,,,,,,596.7,92803.0
california,industry,-0.004901956649332018,17572.2,1956.9,3211.9,78198.7,344042.1,447263.7,79099.3,295.1,521984.4,1961.6,1474.2,19272.2,,,,,,38906.2,201.0
kentucky,inez,-0.017391052303589838,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,678.0
texas,ingleside,0.013035661825285816,136.0,35.3,0.0,636.2,1346.1,1109.4,152.5,4.7,2075.6,54.8,81.1,11.7,,,,,,220.4,10366.0
california,inglewood,-0.005509917387868879,291.4,15.8,12.7,397.4,1286.9,1239.6,646.2,9.5,2321.1,45.1,44.1,328.2,,,,,,673.7,109386.0
pennsylvania,ingram,-0.0045401363582664445,77.5,15.5,0.0,92.7,923.3,467.0,15.5,0.0,917.4,0.0,0.0,53.9,,,,,,131.4,3212.0
texas,ingram,0.007252587961826817,141.2,0.0,27.1,431.9,1458.1,847.5,141.3,0.0,1909.1,18.3,0.0,0.0,,,,,,152.2,1888.0
michigan,inkster,-0.003175391596711319,840.9,24.5,35.0,1120.6,1372.1,1310.4,410.1,26.3,2890.5,138.8,121.4,212.6,,,,,,1211.5,24268.0
new york,inlet town,-0.012742610895077555,0.0,0.0,0.0,317.3,1097.3,0.0,0.0,0.0,1195.1,0.0,0.0,0.0,,,,,,0.0,302.0
kansas,inman,-0.005756393550198968,188.4,0.0,0.0,261.2,957.3,452.1,36.8,0.0,1002.7,0.0,0.0,0.0,,,,,,188.4,1327.0
south carolina,inman,0.014322472169459921,217.8,14.2,41.6,858.9,2581.9,1747.1,185.6,0.0,3417.8,28.8,41.6,97.7,,,,,,347.6,2404.0
florida,interlachen,-0.0014836685187795684,259.9,0.0,,1225.0,2524.0,,185.7,0.0,3934.7,0.0,,185.5,,,,,,445.4,1346.0
new jersey,interlaken,-0.006706930418660995,0.0,0.0,0.0,397.2,838.2,380.2,0.0,0.0,1143.8,0.0,0.0,0.0,,,,,,0.0,789.0
new york,interlaken village,-0.011309349220451681,0.0,0.0,0.0,0.0,160.6,,0.0,0.0,160.6,0.0,0.0,0.0,,,,,,0.0,605.0
minnesota,international falls,-0.007981057271733927,125.6,0.0,8.5,182.5,1127.0,1090.1,79.1,0.0,1379.3,98.9,42.0,8.4,,,,,,204.4,5871.0
minnesota,inver grove heights,0.004293854800516916,134.8,5.7,11.3,291.6,1450.8,1365.4,193.7,0.6,1919.0,57.8,59.2,33.4,,,,,,227.2,35668.0
illinois,inverness,-0.0052117793008473745,0.0,0.0,0.0,33.1,52.4,215.0,6.5,0.0,173.3,0.0,0.0,0.0,,,,,,0.0,7442.0
kansas,iola,-0.009235175586760458,389.3,24.4,18.5,962.2,3671.2,2260.2,222.5,11.2,4573.7,136.9,111.9,22.2,,,,,,549.6,5265.0
california,ione,0.04438244410637915,69.1,0.0,7.2,109.9,568.9,414.0,69.9,0.0,717.8,9.8,5.9,2.4,,,,,,79.7,8454.0
michigan,ionia,-0.009739101810912532,126.5,5.8,13.6,205.4,1057.0,1045.2,62.6,1.8,1322.6,209.5,221.7,0.0,,,,,,342.6,10907.0
louisiana,iowa,0.0025951826028240976,682.4,0.0,0.0,1034.8,2487.5,2851.0,140.4,6.2,3735.4,10.4,45.6,48.4,,,,,,761.5,3262.0
iowa,iowa city,0.006739658306627261,139.3,2.7,4.6,426.0,1780.7,1120.3,103.6,1.6,2145.2,51.9,42.4,47.6,,,,,,235.6,77390.0
