city,city_code,latitude,longitude,reverse_address,state,ZRIFAH
salisbury,36750|20066|596,35.6709727,-80.4742261,"100-134 S Ellis St, Salisbury, NC 28144, USA",north carolina,0.686
sanford,20152|730|64759,35.4798757,-79.1802994,"115 S Horner Blvd, Sanford, NC 27330, USA",north carolina,0.672
shallotte town,22952|3412|41162,33.9732275,-78.3858371,"4764 Main St, Shallotte, NC 28470, USA",north carolina,0.81
shelby,20967|2798|37672,35.2923513,-81.5356463,"Cleveland County Administration Building, 311 E Marion St, Shelby, NC 28150, USA",north carolina,
siler city town,24418|5163|39271,35.7234734,-79.4622431,"133 E Raleigh St, Siler City, NC 27344, USA",north carolina,0.804
smithfield town,21693|1945|38517,35.5084935,-78.3394455,"700-798 US-70 BUS, Smithfield, NC 27577, USA",north carolina,0.754
southern pines town,22745|3638|40395,35.1740471,-79.3922539,"125 SW Broad St, Southern Pines, NC 28387, USA",north carolina,
southport,23298|3959|45401,33.921563,-78.02026769999999,"319 NC-211, Southport, NC 28461, USA",north carolina,0.918
spring hope town,41951|34168|8946,35.9451536,-78.11193449999999,"106 E Nash St, Spring Hope, NC 27882, USA",north carolina,0.59
spring lake town,21624|2158|38437,35.1679395,-78.97280560000002,"1075 N Bragg Blvd, Spring Lake, NC 28390, USA",north carolina,0.662
spruce pine town,23073|3422|41842,35.9154007,-82.06456109999999,"534 Oak Ave, Spruce Pine, NC 28777, USA",north carolina,0.806
stanley town,22322|3287|39428,35.3590256,-81.0970214,"MacPelah Rd , Stanley, NC 28164, Stanley, NC 28164, United States",north carolina,0.836
swansboro town,52584|26563|7096,34.6876621,-77.1191166,"115 State Rd 1447, Swansboro, NC 28584, USA",north carolina,0.732
sylva town,22330|2950|64814,35.3737111,-83.22598029999999,"733 W Main St, Sylva, NC 28779, USA",north carolina,0.836
tarboro town,23974|4529|42758,35.8968236,-77.5358049,"117 W St James St, Tarboro, NC 27886, USA",north carolina,0.526
taylorsville town,21278|1813|38022,35.9216748,-81.17688129999999,"202214 Main Ave Dr, Taylorsville, NC 28681, USA",north carolina,
thomasville,20627|1185|37311,35.8826369,-80.0819879,"7 W Main St, Thomasville, NC 27360, USA",north carolina,0.71
troutman town,23813|4471|40883,35.7006921,-80.88812949999999,"144 S Main St, Troutman, NC 28166, USA",north carolina,0.832
troy town,27696|6102|41605,35.3584743,-79.8944901,"116 W Main St, Troy, NC 27371, USA",north carolina,0.692
tryon town,43398|23221|3903,35.2081694,-82.2384479,"15 Chestnut St, Tryon, NC 28782, USA",north carolina,
valdese town,16263|45721,35.7406864,-81.563149,"100 Massel Ave SE, Valdese, NC 28690, USA",north carolina,
wake forest town,36844|20158|962,35.9798734,-78.50972279999999,"103 N White St, Wake Forest, NC 27587, USA",north carolina,0.77
washington,21549|3542|38353,35.54655169999999,-77.0521742,"500 N Market St, Washington, NC 27889, USA",north carolina,0.516
waxhaw town,38861|23052|3964,34.9245935,-80.7434019,"102 NC-75, Waxhaw, NC 28173, USA",north carolina,0.814
waynesville town,21378|1868|38146,35.4887145,-82.98874769999999,"74 S Main St, Waynesville, NC 28786, USA",north carolina,0.908
weaverville town,22066|2856|39007,35.6970547,-82.5606851,"20 N Main St, Weaverville, NC 28787, USA",north carolina,1.0
wendell town,38947|22022|2775,35.780987,-78.3697213,"1 S Main St, Wendell, NC 27591, USA",north carolina,0.89
west jefferson town,23154|3590|42536,36.4037364,-81.4928829,"117 BackStreet, West Jefferson, NC 28694, USA",north carolina,
wilkesboro town,40079|23722|4440,36.1459649,-81.1606401,"611 NC-268, Wilkesboro, NC 28697, USA",north carolina,0.664
williamston town,35458|15959|39438,35.8546039,-77.0555114,"121 W Main St, Williamston, NC 27892, USA",north carolina,
wilmington,64747|19603|313,34.2103894,-77.8868117,"4603 Oleander Dr, Wilmington, NC 28403, USA",north carolina,0.972
wilson,64795|20309|920,35.7212689,-77.9155395,"419 Goldsboro St S, Wilson, NC 27893, USA",north carolina,
winterville town,38138|21375|3711,35.529051,-77.40107619999999,"2571 Railroad St, Winterville, NC 28590, USA",north carolina,0.762
yadkinville town,40091|16228,36.1345807,-80.6595079,"101 E Main St, Yadkinville, NC 27055, USA",north carolina,
youngsville town,22578|3438|39950,36.0248732,-78.4744439,"319 NC-96, Youngsville, NC 27596, USA",north carolina,0.774
zebulon town,38451|21639|2276,35.8243208,-78.3147199,"100 W Gannon Ave, Zebulon, NC 27597, USA",north carolina,0.828
bismarck,19963|592|64754,46.8083268,-100.7837392,"514 E Thayer Ave, Bismarck, ND 58501, USA",north dakota,1.096
west fargo,21086|1666|37806,46.8769487,-96.8999057,"100 Main Ave E, West Fargo, ND 58078, USA",north dakota,1.176
aurora,39542|22382|2619,41.3175549,-81.3453858,"9 E Garfield Rd, Aurora, OH 44202, USA",ohio,
avon lake,21894|2177|38769,41.5053178,-82.02820009999999,"194 Beachwood Ave, Avon Lake, OH 44012, USA",ohio,0.958
bay village,23738|4329|40259,41.4847662,-81.92208450000001,"27227 Wolf Rd, Bay Village, OH 44140, USA",ohio,1.096
bedford,22686|2912|40211,41.3931096,-81.5365094,"Columbus St & Broadway, Bedford, OH 44146, USA",ohio,0.848
bellbrook,25061|6238|44778,39.6356154,-84.0707681,"13 W Franklin St, Bellbrook, OH 45305, USA",ohio,0.898
brecksville,22564|2822|39923,41.31977630000001,-81.62679039999999,"8903 OH-21, Brecksville, OH 44141, USA",ohio,0.95
broadview heights,22042|2237|38973,41.3139426,-81.6851271,"9238 Broadview Rd, Broadview Heights, OH 44147, USA",ohio,0.97
canfield,21756|2083|38586,41.0250584,-80.7609121,"4 W Main St, Canfield, OH 44406, USA",ohio,0.722
chagrin falls village,21726|3837|38555,41.4298516,-81.3910999,"2 N Main St, Chagrin Falls, OH 44022, USA",ohio,0.896
cincinnati,19525|59|36212,39.1031182,-84.5120196,"609 Walnut St, Cincinnati, OH 45202, USA",ohio,0.89
cleveland,19513|45|36201,41.49932,-81.6943605,"2 W Roadway, Cleveland, OH 44113, USA",ohio,0.732
columbus,19484|18|36170,39.9611755,-82.99879419999999,"Ohio State Capitol, 1 Capitol Square, Columbus, OH 43215, USA",ohio,0.94
dayton,19660|193|36352,39.7589478,-84.1916069,"20 S Main St, Dayton, OH 45402, USA",ohio,0.658
dublin,20506|1384|37125,40.0992294,-83.1140771,"11 W Bridge St, Dublin, OH 43017, USA",ohio,0.998
euclid,20657|1204|37345,41.5931049,-81.5267873,"783 E 222nd St, Euclid, OH 44123, USA",ohio,0.794
granville south,22549|3168|39894,40.0538421,-82.54563739999999,"12 Country Ln, Granville, OH 43023, USA",ohio,0.972
granville village,22549|3168|39894,40.06811920000001,-82.51960369999999,"1884 N Main St, Granville, OH 43023, USA",ohio,0.972
hudson,38598|21770|1995,41.240056,-81.44066699999999,"206 Village View Rd, Hudson, OH 44236, USA",ohio,1.064
independence,27020|8503|42565,41.3686645,-81.63790329999999,"7120 Brecksville Rd, Independence, OH 44131, USA",ohio,1.01
ironton,24970|4546|40990,38.5367471,-82.6829406,"105 S 5th St, Ironton, OH 45638, USA",ohio,
lorain,20198|665|36885,41.452819,-82.1823746,"1854 Hamilton Ave, Lorain, OH 44052, USA",ohio,0.652
loveland,20333|801|37021,39.2689476,-84.26382600000001,"501 W Loveland Ave, Loveland, OH 45140, USA",ohio,0.934
macedonia,40723|23791|5362,41.3174524,-81.50477719999999,"8625 Crow Dr, Macedonia, OH 44056, USA",ohio,0.954
mason,37102|20409|897,39.3600586,-84.309939,"115 W Main St, Mason, OH 45040, USA",ohio,0.906
new albany village,22663|3740|40148,40.0811745,-82.8087864,"62 S High St, New Albany, OH 43054, USA",ohio,1.13
north royalton,21181|1474|37906,41.3136644,-81.7245739,"Home, North Royalton, OH 44133, USA",ohio,0.894
northfield village,38881|21976|2411,41.3450547,-81.528452,"10520 Northfield Rd, Northfield, OH 44067, USA",ohio,0.938
ottawa hills village,27567|12601,41.6642169,-83.6432694,"4261 Bonnie Brook Rd, Ottawa Hills, OH 43606, USA",ohio,
ottawa village,27567|12601,41.0192185,-84.0471666,"207 OH-15, Ottawa, OH 45875, USA",ohio,
perrysburg,37545|20847|1462,41.556996,-83.627157,"101 E Indiana Ave, Perrysburg, OH 43551, USA",ohio,0.87
portsmouth,38985|23598|4225,38.7317431,-82.9976742,"711 2nd St, Portsmouth, OH 45662, USA",ohio,0.724
powell,20983|3879|37690,40.1578402,-83.07518689999999,"5 W Olentangy St, Powell, OH 43065, USA",ohio,0.998
rocky river,22061|2336|38999,41.4768217,-81.8497567,"20740 Morewood Pkwy, Rocky River, OH 44116, USA",ohio,1.09
solon,21698|1929|38523,41.3897764,-81.44122589999999,"33445 Bainbridge Rd, Solon, OH 44139, USA",ohio,0.998
springboro,38701|21949|2477,39.5522815,-84.2332718,"350 S Main St, Springboro, OH 45066, USA",ohio,0.8
strongsville,20639|1022|64627,41.3144966,-81.83569,"13740 Pearl Rd, Cleveland, OH 44136, USA",ohio,0.828
sylvania,21053|1505|37771,41.7189392,-83.7129935,"5804 Brainard Dr, Sylvania, OH 43560, USA",ohio,0.814
toledo,19536|66|36226,41.6528052,-83.5378674,"244 N Erie St, Toledo, OH 43604, USA",ohio,0.672
uniontown,39830|24561|15600,40.9750568,-81.40816730000002,"P.O Box 451, Uniontown, OH 44685, United States",ohio,0.8
westerville,20196|1468|36883,40.1266689,-82.9318807,"W Main St & N State St, Westerville, OH 43081, USA",ohio,0.944
westlake,21082|1394|37803,41.4553232,-81.9179173,"2366 Beechwood Dr, Westlake, OH 44145, USA",ohio,0.982
durant,23639|4312|39393,33.9924186,-96.3971233,"127 Foote, Durant, OK 74701, USA",oklahoma,0.632
muskogee,20724|1139|64799,35.7478769,-95.3696909,"105 S Main St, Muskogee, OK 74401, USA",oklahoma,0.592
oklahoma city,36188|19501|31,35.4675602,-97.5164276,"89 N Robinson Ave, Oklahoma City, OK 73102, USA",oklahoma,0.746
shawnee,37964|21229|1576,35.3272928,-96.9253004,"107 W Main St, Shawnee, OK 74801, USA",oklahoma,0.616
tahlequah,21558|3389|38362,35.91537,-94.969956,"100 E Downing St, Tahlequah, OK 74464, USA",oklahoma,0.652
tulsa,36198|19510|44,36.1539816,-95.992775,"199 South Boulder Ave W, Tulsa, OK 74103, USA",oklahoma,0.716
albany,20261|798|36952,44.6365107,-123.1059282,"125 2nd Avenue, Albany, OR 97321, USA",oregon,1.07
amity,47305|30014|16361,45.1156724,-123.2073257,"21965 OR-99W, Amity, OR 97101, USA",oregon,
ashland,21530|1851|38328,42.1945758,-122.7094767,"1167 Ashland St, Ashland, OR 97520, USA",oregon,1.19
astoria,22257|2587|39319,46.1878841,-123.8312534,"1132 Exchange St, Astoria, OR 97103, USA",oregon,0.928
aumsville,28019|11495|42862,44.8409548,-122.8709243,"159-163 N 6th St, Aumsville, OR 97325, USA",oregon,1.092
baker city,24033|3729|44896,44.7748748,-117.8343848,"1720 4th St, Baker City, OR 97814, USA",oregon,
bandon,23989|4669|43197,43.1189978,-124.408448,"623 3rd St SE, Bandon, OR 97411, USA",oregon,1.016
banks,45170|32999|9745,45.61777559999999,-123.1144058,"300 S Main St, Banks, OR 97106, USA",oregon,1.114
beaverton,36313|19715|327,45.4887993,-122.8013332,"12050 SW Canyon Rd, Beaverton, OR 97005, USA",oregon,1.222
bend,19773|308|36466,44.0581728,-121.3153096,"Franklin at Wall, Bend, OR 97703, USA",oregon,1.142
boardman,35830|45938,45.83985500000001,-119.7005834,"101 N Main St, Boardman, OR 97818, USA",oregon,
brookings,22926|3386|41044,42.0526114,-124.2839819,"401 Hillside Ave, Brookings, OR 97415, USA",oregon,1.068
burns,26510|19234|50178,43.5862606,-119.0541032,"21 Central Oregon Hwy, Burns, OR 97720, USA",oregon,0.848
canby,23705|4323|39915,45.26220499999999,-122.6921558,"103 SW 1st Ave, Canby, OR 97013, USA",oregon,1.178
cannon beach,26676|7345|61042,45.8917738,-123.9615274,"839 S Hemlock St, Cannon Beach, OR 97110, USA",oregon,
carlton,44932|26090|6969,45.2942902,-123.1796697,"PO Box 916, Carlton, OR 97111, United States",oregon,1.144
central point,21335|1946|38084,42.3759586,-122.9164307,"239 Manzanita St, Central Point, OR 97502, USA",oregon,1.0
clatskanie,25646|6310|42887,46.1041322,-123.2039079,"28 S Nehalem St, Clatskanie, OR 97016, USA",oregon,0.992
columbia city,32539|12872|57159,45.8932123,-122.8119681,"2240 3rd St, Columbia City, OR 97018, USA",oregon,1.098
coos bay,21588|1882|38396,43.3665007,-124.2178903,"525 Anderson Ave, Coos Bay, OR 97420, USA",oregon,0.968
coquille,25468|6157|42376,43.1770544,-124.1876075,"150 E 3rd St, Coquille, OR 97423, USA",oregon,0.964
cornelius,40176|24671|4459,45.52022729999999,-123.0470343,"Baseline & S 20th, Cornelius, OR 97113, USA",oregon,1.2
corvallis,20177|654|36864,44.5645659,-123.2620435,"200 SW 4th St, Corvallis, OR 97330, USA",oregon,1.142
cottage grove,22197|2686|39222,43.797623,-123.0595246,"804 E Main St, Cottage Grove, OR 97424, USA",oregon,0.986
dallas,38736|21869|2289,44.9192844,-123.3170472,"217 SW Oak St, Dallas, OR 97338, USA",oregon,0.994
eagle point,22494|3063|39773,42.4726258,-122.8028177,"159 W Main St, Eagle Point, OR 97524, USA",oregon,0.966
enterprise,48664,45.4262617,-117.2787816,"111 NW 1st St, Enterprise, OR 97828, USA",oregon,
estacada,23801|4436|40789,45.2944367,-122.3338032,"6th Ave and Main St, Estacada, OR 97023, USA",oregon,1.234
eugene,19606|203|36297,44.0520691,-123.0867536,"405 E 8th Ave, Eugene, OR 97401, USA",oregon,1.068
fairview,28245|6437|43503,45.5425469,-122.4333089,"NE Sandy & 223rd, Fairview, OR 97024, USA",oregon,1.14
florence,23159|3552|42564,43.9826214,-124.099841,"1901 18th St, Florence, OR 97439, USA",oregon,1.006
forest grove,38220|21444|2042,45.5263514,-123.1208596,"2520 Gales Way, Forest Grove, OR 97116, USA",oregon,1.144
gaston,44775|26057|6732,45.4363004,-123.1396147,"Gaston Hwy 47 & Park St., Gaston, OR 97119, USA",oregon,1.224
gervais,28113|9125|43145,45.1081752,-122.8975952,"524 E Fir Dr, Gervais, OR 97026, USA",oregon,1.054
gladstone,24727|5606|40335,45.3842943,-122.5973104,"Abernethy & Portland Ave, Gladstone, OR 97027, USA",oregon,1.274
gold beach,23280|3819|44979,42.4073334,-124.4217741,"29450 Ellensburg Ave, Gold Beach, OR 97444, USA",oregon,1.128
grants pass,20166|674|36853,42.4390069,-123.3283925,"141 SW G St, Grants Pass, OR 97526, USA",oregon,0.948
gresham,19988|584|36676,45.5098388,-122.4347334,"390 NW Burnside Rd, Gresham, OR 97030, USA",oregon,1.224
hermiston,37973|21238|1628,45.8404101,-119.2894604,"955 W Orchard Ave, Hermiston, OR 97838, USA",oregon,0.914
hillsboro,36494|19803|384,45.5200114,-122.9365835,"101 NE Brookwood Pkwy, Hillsboro, OR 97124, USA",oregon,1.14
hines,49430,43.5640385,-119.0810481,"100 W Pettibone Ave, Hines, OR 97738, USA",oregon,
hood river,22046|2346|38976,45.7053966,-121.5214623,"1007 Montello Ave, Hood River, OR 97031, USA",oregon,1.166
hubbard,28500|9399|44134,45.18234229999999,-122.8078717,"3519 3rd St, Hubbard, OR 97032, USA",oregon,1.096
independence,40830|24833|5302,44.8512305,-123.1867656,"256 Monmouth St, Independence, OR 97351, USA",oregon,1.048
jacksonville,25834|7151|43627,42.31345839999999,-122.9669865,"155 S 4th St, Jacksonville, OR 97530, USA",oregon,1.076
john day,19401|51965,44.4159883,-118.95301,"106 S Canyon Blvd, John Day, OR 97845, USA",oregon,0.862
junction city,23734|3130|40233,44.21929009999999,-123.2056484,"488 W 6th Ave, Junction City, OR 97448, USA",oregon,1.022
klamath falls,20411|857|37104,42.224867,-121.7816704,"623 Klamath Ave, Klamath Falls, OR 97601, USA",oregon,0.798
la grande,41400|23870|4434,45.3245771,-118.0877188,"1701 Adams Ave, La Grande, OR 97850, USA",oregon,0.776
lake oswego,20691|1152|37379,45.4156817,-122.7159726,"15114 Boones Ferry Rd, Lake Oswego, OR 97035, USA",oregon,1.356
lakeview town,35502|7820|44861,42.18877210000001,-120.345792,"513 Center St, Lakeview, OR 97630, USA",oregon,
lebanon,22821|3093|40628,44.53651190000001,-122.9070339,"960 S Main St, Lebanon, OR 97355, USA",oregon,1.056
lincoln city,22965|3611|41212,44.95816440000001,-124.0178914,"1303 SW Fleet Ave, Lincoln City, OR 97367, USA",oregon,1.184
madras,24083|7904|44091,44.6334544,-121.1294872,"1225 US-97, Madras, OR 97741, USA",oregon,
malin,36153|12285|52668,42.0126551,-121.4086021,"2300 Broadway St, Malin, OR 97632, USA",oregon,0.806
mcminnville,37580|20877|1537,45.21011619999999,-123.1987163,"137 NE 3rd St, McMinnville, OR 97128, USA",oregon,1.066
medford,19890|490|36581,42.3265152,-122.8755949,"161 N Fir St, Medford, OR 97501, USA",oregon,0.996
molalla,22395|3029|39565,45.1462914,-122.5756477,"124 S Swiegle Ave, Molalla, OR 97038, USA",oregon,1.232
monmouth,40703|24955|5676,44.8484524,-123.2339888,"225 Main St E, Monmouth, OR 97361, USA",oregon,0.98
mount angel,29149|9472|45494,45.0678986,-122.8000917,"110 Railroad Ave, Mt Angel, OR 97362, USA",oregon,1.048
myrtle creek,23845|4499|41209,43.0201173,-123.2931205,"837 S Main Ave, Myrtle Creek, OR 97457, USA",oregon,0.818
newberg,38027|21283|1659,45.3064628,-122.9469406,"3105 Portland Rd, Newberg, OR 97132, USA",oregon,1.138
newport,22727|3613|40344,44.6367836,-124.0534505,"Unnamed Road, Newport, OR 97365, USA",oregon,1.142
north bend,22715|2925|40304,43.4065012,-124.2242803,"11111, North Bend, OR 97459, United States",oregon,0.966
north plains,45204|26116|6667,45.5970077,-122.992888,"10565 NW Glencoe Rd, North Plains, OR 97133, USA",oregon,1.142
nyssa,28404|9130|43919,43.8768289,-116.9948804,"129 Main St, Nyssa, OR 97913, USA",oregon,0.818
ontario,27463|2695|39530,44.0265525,-116.9629378,"40 S Oregon St, Ontario, OR 97914, USA",oregon,0.764
oregon city,20374|916|37063,45.3363593,-122.6048473,"1347 Leland Road, Oregon City, OR 97045, USA",oregon,1.184
pendleton,38825|23585|4228,45.672075,-118.7885967,"110 SW Court Ave, Pendleton, OR 97801, USA",oregon,0.868
philomath,25546|10375|42577,44.540121,-123.3676014,"1298 Philomath Blvd, Philomath, OR 97370, USA",oregon,1.114
phoenix,28668|9366|44521,42.2754058,-122.818092,"111 4th St, Phoenix, OR 97535, USA",oregon,1.034
pilot rock,52827|32024|12968,45.4831849,-118.8299848,"282 E Main St, Pilot Rock, OR 97868, USA",oregon,0.988
portland,19495|30|36180,45.5154586,-122.6793461,"SW 5th & Madison, SW 5th Ave, Portland, OR 97204, USA",oregon,1.508
prineville,22113|2527|39079,44.2998485,-120.8344664,"219 SE Knowledge St, Prineville, OR 97754, USA",oregon,0.96
rainier,25645|7272|42886,46.0891013,-122.9359008,"102 E B St, Rainier, OR 97048, USA",oregon,1.038
redmond,20939|1549|37637,44.2726203,-121.1739212,"498 SW 6th St, Redmond, OR 97756, USA",oregon,1.03
reedsport,25932|6389|44042,43.7023389,-124.0967779,"379 Fir Ave, Reedsport, OR 97467, USA",oregon,0.864
rockaway beach,54005|24099|4758,45.613438,-123.9429115,"129 S Nehalem Ave, Rockaway Beach, OR 97136, USA",oregon,1.236
rogue river,25971|7123|44221,42.435954,-123.1719976,"220 Berglund St, Rogue River, OR 97537, USA",oregon,1.042
roseburg,20529|1053|37221,43.216505,-123.3417381,"508 NE Winchester St, Roseburg, OR 97470, USA",oregon,0.86
salem,19655|188|36310,44.9428975,-123.0350963,"400 High St NE, Salem, OR 97301, USA",oregon,1.072
sandy,22149|2930|39132,45.3975203,-122.2704417,"17390 Bluff Rd, Sandy, OR 97055, USA",oregon,1.21
scappoose,23783|5602|40649,45.7544422,-122.8777897,"52313 Lower Columbia River Hwy, Scappoose, OR 97056, USA",oregon,1.082
seaside,23296|3834|45349,45.9931636,-123.9226385,"714 Broadway St, Seaside, OR 97138, USA",oregon,1.078
sherwood,38008|21265|1712,45.3562638,-122.8402122,"22560 SW Pine St, Sherwood, OR 97140, USA",oregon,1.15
silverton,22455|3111|39681,45.0051213,-122.7831455,"100 S Water St, Silverton, OR 97381, USA",oregon,1.05
springfield,20077|564|36761,44.0462362,-123.0220289,"141 Pioneer Pkwy E, Springfield, OR 97477, USA",oregon,1.052
stanfield,46811|29774|12240,45.7804098,-119.2172351,"100 S Main St, Stanfield, OR 97875, USA",oregon,1.032
stayton,23836|5552|41147,44.8006775,-122.7945333,"795 N First Ave, Stayton, OR 97383, USA",oregon,1.058
sutherlin,23898|4533|41706,43.3901177,-123.3125763,"112 E Central Ave, Sutherlin, OR 97479, USA",oregon,0.876
sweet home,22649|3324|40102,44.3976247,-122.7361958,"PO Box 442, Sweet Home, OR 97386, United States",oregon,1.024
talent,27894|8701|42459,42.2456844,-122.7886462,"102 Lapree Dr, Talent, OR 97540, USA",oregon,1.088
the dalles,38789|21910|2161,45.5945645,-121.1786823,"912 E 10th St, The Dalles, OR 97058, USA",oregon,1.248
tillamook,40284|22707|3312,45.4562158,-123.8440137,"303 Main Ave, Tillamook, OR 97141, USA",oregon,1.07
toledo,28372|9713|43832,44.621507,-123.9384478,"160 NW 1st St, Toledo, OR 97391, USA",oregon,1.086
tualatin,38186|21414|1814,45.3779317,-122.7819595,"SW Tualatin-Sherwood Rd & Teton, Tualatin, OR 97062, USA",oregon,1.146
turner,25952|11214|44126,44.8431766,-122.9528708,"3RD Shade Tree Ln SE, Turner, OR 97392, USA",oregon,1.07
umatilla,44757|28787|9012,45.9173549,-119.3425179,"900 6th St, Umatilla, OR 97882, USA",oregon,1.042
vernonia,30440|10680|48202,45.8586888,-123.1977937,"25 Rose Ave, Vernonia, OR 97064, USA",oregon,1.15
warrenton,26134|4717|45344,46.1651049,-123.9237557,"58 E Harbor Dr, Warrenton, OR 97146, USA",oregon,0.958
west linn,21204|1870|37932,45.3707677,-122.6228367,"6105 W A St, West Linn, OR 97068, USA",oregon,1.17
winston,23951|4679|42336,43.1223383,-123.4125724,"21 N Main St, Winston, OR 97496, USA",oregon,0.842
woodburn,21415|2019|38189,45.143731,-122.8553724,"553 N Front St, Woodburn, OR 97071, USA",oregon,1.126
yamhill,47344|30033|17651,45.3415313,-123.1878346,"110 N Maple St, Yamhill, OR 97148, USA",oregon,1.172
adamstown borough,32958|18928|44503,40.2409866,-76.0584318,"3000 N Reading Rd, Reinholds, PA 17569, USA",pennsylvania,
akron borough,29271|10471|45763,40.1567616,-76.2021742,"3 S 9th St, Akron, PA 17501, USA",pennsylvania,0.836
albion borough,31866|11884|52168,41.8906112,-80.36645419999999,"Rt 18 at S Main St Intersecton- Albion, Albion, PA 16401, USA",pennsylvania,0.646
alburtis borough,30687|10811|48728,40.5109298,-75.6029654,"131 S Main St, Alburtis, PA 18011, USA",pennsylvania,0.926
aliquippa,23030|4444|41544,40.615537,-80.26218519999999,"1264 Sharon St, Aliquippa, PA 15001, USA",pennsylvania,0.666
allentown,19732|252|36429,40.6022939,-75.4714098,"H495010, Allentown, PA, United States",pennsylvania,0.908
altoona,20629|1016|37314,40.5186809,-78.3947359,"120 forgas lane, Altoona, PA 16601, USA",pennsylvania,
ambler borough,28127|8623|43176,40.1545535,-75.22156509999999,"Butler Av & Ridge Av, Ambler, PA 19002, USA",pennsylvania,1.194
ambridge borough,25591|5915|42705,40.5892339,-80.22506,"653 Duss Ave, Ambridge, PA 15003, USA",pennsylvania,0.61
annville,28725|9092|44620,40.3295359,-76.51524429999999,"9 E Main St, Annville, PA 17003, USA",pennsylvania,0.748
apollo borough,34094|11695|51975,40.5814546,-79.5664333,"223 PA-56, Apollo, PA 15613, USA",pennsylvania,
archbald borough,27023|7644|42618,41.4948038,-75.53685209999999,"167 Cemetery St, Archbald, PA 18403, USA",pennsylvania,0.62
ashland borough,47949|34931|10286,40.7787379,-76.35122539999999,"401 S 18th St, Ashland, PA 17921, USA",pennsylvania,0.47
ashville borough,63781,40.5600684,-78.5486289,"1650 Liberty St, Ashville, PA 16613, USA",pennsylvania,
athens borough,26734|17111|41773,41.9572965,-76.5179991,"315 S Main St, Athens, PA 18810, USA",pennsylvania,0.9
avis borough,52215,41.1847939,-77.3138622,"15 E Central Ave, Avis, PA 17721, USA",pennsylvania,
avon,30357|10275|48034,40.3456474,-76.3899594,"1215 E Cumberland St, Lebanon, PA 17042, USA",pennsylvania,0.812
avondale borough,24132|6495|41040,39.823443,-75.783273,"110 W State St, Avondale, PA 19311, USA",pennsylvania,0.85
avonmore borough,61791|32733|13410,40.5289548,-79.4614306,"3579 PA-156, Avonmore, PA 15618, USA",pennsylvania,0.616
baden borough,29300|9429|45817,40.6350668,-80.22811589999999,"372 State St, Baden, PA 15005, USA",pennsylvania,0.906
bally borough,33574|54704,40.4023195,-75.5871294,"24 N 7th St, Bally, PA 19503, USA",pennsylvania,
bangor borough,28491|8895|44117,40.86565150000001,-75.2065676,"110 S 1st St, Bangor, PA 18013, USA",pennsylvania,0.864
beaver borough,29139|9283|35114|19079|45476,40.6953437,-80.30478459999999,"610 3rd St, Beaver, PA 15009, USA",pennsylvania,0.78
beaver falls,34338|8348|41700,40.7520097,-80.31922949999999,"650-698 11th St, Beaver Falls, PA 15010, USA",pennsylvania,0.584
beaver meadows borough,29139|9283|35114|19079|45476,40.9281419,-75.9146444,"2 Broad St, Beaver Meadows, PA 18216, USA",pennsylvania,0.78
beaver springs,62866,40.7461901,-77.2094311,"919 Center Ave, Beaver Springs, PA 17812, USA",pennsylvania,
beaverdale,29139|9283|35114|19079|45476,40.3210883,-78.6994326,"1205 Beaver Run, Summerhill, PA 15958, USA",pennsylvania,0.78
beavertown borough,29139|9283|35114|19079|45476,40.7536912,-77.1694299,"102 W Market St, Beavertown, PA 17813, USA",pennsylvania,0.78
bedford borough,25361|16942|42032,40.0186921,-78.50390689999999,"4364 business route 220, Bedford, PA 15522, USA",pennsylvania,0.748
bellefonte borough,33944|17648|47060|29889|17451,40.91339430000001,-77.7783348,"N Allegheny St at W Howard St, Bellefonte, PA 16823, USA",pennsylvania,0.822
bellwood borough,33944|17648|47060|29889|17451,40.6024006,-78.33443849999999,"528 T-606, Bellwood, PA 16617, USA",pennsylvania,0.822
bentleyville borough,48516|30591|10515,40.1167387,-80.0083855,"506 Main St, Bentleyville, PA 15314, USA",pennsylvania,
berlin borough,48876|31266|11276|30751|17534,39.9215324,-78.95488019999999,"700 North St, Berlin, PA 15530, USA",pennsylvania,0.428
bernville borough,27927|16985|42588,40.433426,-76.1121648,"319 N Main St, Bernville, PA 19506, USA",pennsylvania,0.85
berwick borough,31129|17673|24359|5416|39018,41.0545292,-76.23326759999999,"102 E Front St, Berwick, PA 18603, USA",pennsylvania,0.794
bessemer borough,32681|13262|60369,40.9747827,-80.4936795,"5 S Main St, Bessemer, PA 16112, USA",pennsylvania,0.506
bethel,32119|17885|29137|9357|28664|17319|44515,40.4744241,-76.2920293,"8496 Lancaster Ave, Bethel, PA 19507, USA",pennsylvania,0.846
bethel park municipality,21098|1676|37819,40.3275697,-80.0394977,"2886 Industrial Blvd, Bethel Park, PA 15102, USA",pennsylvania,0.968
bethlehem,20078|517|36762,40.6259316,-75.37045789999999,"833 Linden St, Bethlehem, PA 18018, USA",pennsylvania,0.99
bigler,34021|18818|54345,40.984675,-78.3066534,"12 Walker Rd, Clearfield, PA 16830, USA",pennsylvania,
biglerville borough,63470,39.9303715,-77.2480391,"4 S Main St, Biglerville, PA 17307, USA",pennsylvania,
birdsboro borough,28524|8925|44189,40.2645371,-75.8040852,"406 Beacon St, Birdsboro, PA 19508, USA",pennsylvania,0.862
